roundid,formula1,formula2,formula3,formula4,result
1704185691.9202874,B,A,A,B,Player B
1703810048.808773,B,A,Null,B,Player B
1703075317.7830524,B,A,Null,B,Player B
1704168429.757112,B,B,Null,B,Player A
1704131717.6615987,B,A,A,B,Player B
1702907672.6263084,B,A,Null,B,Player A
1704003367.57719,B,A,Null,B,Player A
1702954252.2161546,B,A,Null,B,Player B
1703898891.544887,B,A,A,B,Player B
1703643772.4930677,B,A,Null,A,Player B
1704318160.6140814,B,A,B,B,Player A
1703849018.1793542,B,A,Null,B,Player B
1702897533.4935834,B,A,A,B,Player B
1704254921.86935,B,A,Null,B,Player B
1704089529.1015913,B,A,Null,B,Player B
1703061923.758239,B,A,Null,B,Player A
1703711088.4947872,B,A,B,B,Player B
1704298925.1408336,B,B,Null,B,Player B
1703514919.40265,B,A,A,B,Player B
1702921474.5150714,B,B,Null,B,Player B
1704048632.299106,B,A,Null,B,Player B
1703325454.3301194,B,B,Null,B,Player A
1703920707.502729,B,B,Null,B,Player B
1703948143.557276,B,B,Null,B,Player A
1703309397.3624017,A,A,Null,B,Player A
1703000514.0406451,B,A,Null,B,Player B
1704188634.7986612,B,B,Null,B,Player B
1703213458.5669966,B,A,Null,A,Player A
1702876680.4734228,A,A,Null,B,Player A
1704295344.6432242,A,A,Null,B,Player A
1703355141.3870533,B,A,Null,A,Player B
1703097036.3217378,B,B,Null,B,Player B
1703320478.8238385,B,B,Null,B,Player B
1704199052.8533533,B,A,Null,A,Player B
1703506178.238123,B,B,Null,B,Player A
1703490136.295727,B,B,Null,B,Player B
1703009532.5892847,B,B,Null,B,Player B
1704121679.4492264,B,A,Null,B,Player B
1704275442.4409838,B,A,B,B,Player B
1703492991.1080735,A,A,Null,B,Player B
1702824868.567079,B,A,Null,B,Player B
1703209632.0928607,B,B,Null,B,Player B
1703912463.3315034,B,B,Null,B,Player B
1704207191.376059,A,A,Null,B,Player B
1703942898.178393,B,A,Null,B,Player B
1702993976.012317,B,A,Null,B,Player A
1704350706.2921226,A,A,Null,B,Player A
1704300606.551852,B,A,B,B,Player A
1703261224.920951,B,A,Null,B,Player A
1704288461.7780945,B,B,Null,B,Player B
1703118565.0619638,B,B,Null,B,Player A
1704185261.2988882,B,A,Null,B,Player A
1703102893.4916906,B,A,Null,B,Player B
1703688870.8432543,B,B,Null,B,Player A
1703665858.9187336,B,B,Null,B,Player B
1703554770.1566093,B,A,Null,B,Player A
1703409191.149345,B,A,A,B,Player B
1703159459.1294386,B,A,Null,B,Player A
1704141113.631086,B,A,Null,B,Player A
1703859421.1695457,B,A,Null,B,Player A
1702888734.259148,B,A,Null,B,Player B
1703310944.754363,B,A,B,B,Player B
1703264575.9208891,A,A,Null,B,Player A
1703182098.3780377,B,A,Null,A,Player B
1704297852.4061878,B,B,Null,B,Player A
1703000170.8869765,B,B,Null,B,Player A
1703759089.4087474,B,B,Null,B,Player A
1703357584.4849935,B,A,Null,B,Player A
1702854314.7420628,B,A,Null,B,Player B
1703220103.550197,B,A,Null,B,Player B
1703484110.2361088,B,A,Null,A,Player A
1704104955.8300643,B,A,A,B,Player B
1704288653.3115714,B,A,A,B,Player B
1703957842.9853394,B,A,B,B,Player A
1703255348.451216,B,A,B,B,Player B
1703859697.6725986,B,A,Null,B,Player A
1703475577.7754269,B,A,A,B,Player A
1702693706.5955987,B,A,B,B,Player A
1702920064.2629547,B,A,B,B,Player B
1703510784.7409792,B,A,B,B,Player A
1703524688.11053,B,A,Null,B,Player A
1703018393.5289214,B,A,A,B,Player A
1704181168.720335,B,A,Null,B,Player A
1704036496.5403318,B,B,Null,B,Player A
1704139910.3779747,B,B,Null,B,Player A
1704361866.8082528,A,A,Null,B,Player B
1704006290.7776554,B,B,Null,B,Player B
1703596097.5325363,B,A,A,B,Player B
1703243167.2735868,B,A,Null,B,Player A
1704140336.2180974,B,B,Null,B,Player B
1703519225.9856002,B,A,Null,B,Player A
1703233288.2375898,B,A,B,B,Player B
1703093403.875488,B,A,Null,A,Player A
1704248605.973966,B,A,Null,A,Player A
1703178886.211999,B,A,Null,A,Player B
1702910406.9973629,B,A,B,B,Player A
1703044509.4566824,B,A,Null,B,Player B
1703878804.9453616,B,A,B,B,Player A
1703614810.5864797,B,A,Null,B,Player A
1703307838.0487928,B,A,Null,B,Player A
1703929607.4625134,B,B,Null,B,Player A
1703396478.6530125,B,B,Null,B,Player B
1702919898.8961058,B,B,Null,B,Player B
1702808335.2690766,B,A,Null,A,Player A
1704106011.1411436,B,A,A,B,Player B
1703957419.696377,A,A,Null,A,Player A
1703739028.7544165,B,A,B,B,Player A
1704271744.9772816,B,A,B,B,Player B
1704304238.9885707,B,B,Null,B,Player B
1703493928.380186,A,A,Null,B,Player A
1704102127.747211,B,A,Null,A,Player A
1703706194.6694064,B,A,Null,B,Player A
1704251377.444671,A,A,Null,B,Player A
1702980593.991001,B,A,A,B,Player A
1702908760.4434679,B,A,Null,B,Player B
1704216061.675319,B,A,Null,B,Player A
1704195762.3014708,A,A,Null,B,Player B
1703912987.8469422,B,A,Null,A,Player B
1702887151.660304,B,A,Null,B,Player B
1703288494.3045013,B,A,Null,B,Player B
1704332968.0445383,B,A,B,B,Player A
1704009052.1462672,B,B,Null,B,Player B
1704157497.9574637,A,A,Null,B,Player B
1703037128.865754,B,A,B,B,Player B
1703170375.604322,B,A,Null,A,Player A
1703436345.6961832,B,B,Null,B,Player A
1703198805.820305,B,B,Null,B,Player B
1704174751.364032,B,A,A,B,Player A
1702793975.2900898,B,A,A,B,Player B
1704270806.7456503,B,A,B,B,Player A
1702789444.594966,A,A,Null,A,Player B
1703808079.9631467,B,A,A,B,Player B
1703703875.8233228,B,A,Null,B,Player A
1703319910.786412,B,B,Null,B,Player B
1703874073.5765748,B,A,Null,B,Player A
1704273886.977213,B,A,Null,B,Player B
1703805041.2719734,B,B,Null,B,Player B
1704151652.9699888,B,A,Null,A,Player B
1703501641.3978322,B,A,Null,A,Player A
1703106196.8868937,B,A,Null,B,Player B
1704286550.1265411,B,A,Null,A,Player A
1703942618.9716408,B,A,Null,B,Player A
1703925263.4152558,B,B,Null,B,Player A
1702781282.5030816,B,A,B,B,Player B
1703325794.9963243,B,B,Null,B,Player A
1703882203.499141,B,B,Null,B,Player A
1704360190.534698,B,B,Null,B,Player B
1703238224.137395,B,A,Null,B,Player B
1703735726.893394,B,A,B,B,Player A
1703591008.0433452,B,A,B,B,Player B
1702895632.747363,B,B,Null,B,Player A
1703419728.4794123,B,A,B,B,Player B
1703409624.8164723,B,A,B,B,Player A
1702978004.367443,B,A,B,B,Player B
1702967920.829342,A,A,Null,B,Player A
1704289302.3152623,B,A,B,B,Player A
1703584805.8549807,B,B,Null,B,Player B
1703830453.0255287,B,A,A,B,Player A
1703628475.4270463,B,A,A,B,Player A
1703561831.0884507,B,A,A,B,Player A
1703808328.8172781,B,A,B,B,Player B
1703209382.0266953,B,A,Null,B,Player A
1702978090.564149,B,B,Null,B,Player B
1702873358.7859316,B,B,Null,B,Player B
1703836462.8292763,B,A,B,B,Player A
1703343871.185501,B,A,A,B,Player A
1702949554.8987772,B,B,Null,B,Player A
1702879122.5797582,A,A,Null,B,Player A
1703706388.099602,A,A,Null,B,Player A
1703314899.1871562,B,A,Null,B,Player A
1703677073.7283356,B,A,A,B,Player A
1703914704.8481114,B,A,B,B,Player A
1703949225.7289348,B,A,Null,B,Player A
1703807515.8715596,B,A,A,B,Player A
1702992676.3308485,B,B,Null,B,Player A
1702949364.891442,A,A,Null,B,Player A
1703057312.0082283,B,B,Null,B,Player B
1704286055.8484561,B,A,A,B,Player A
1703743110.6659799,B,A,Null,A,Player B
1702808422.0536683,B,A,B,B,Player B
1703048566.3251166,A,A,Null,A,Player A
1702960651.1060936,B,A,A,B,Player A
1703052367.0586221,B,B,Null,B,Player A
1703012811.03106,B,A,Null,B,Player B
1703653620.0725093,B,A,Null,B,Player A
1703824472.5521634,B,B,Null,B,Player A
1704218470.4329765,B,B,Null,B,Player B
1703781599.4258196,B,A,A,B,Player A
1703591931.5205345,B,A,A,B,Player A
1703663152.2276547,B,B,Null,B,Player B
1704024429.1623766,B,A,Null,A,Player B
1703465389.606696,B,B,Null,B,Player B
1703717102.6019595,B,A,Null,B,Player A
1704095042.7681568,A,A,Null,B,Player A
1704033703.9060583,B,B,Null,B,Player B
1703309952.3587985,B,B,Null,B,Player A
1702834603.6785543,B,B,Null,B,Player A
1704215365.071734,B,B,Null,B,Player B
1703534641.1632123,B,B,Null,B,Player A
1703361253.5939689,B,A,A,B,Player A
1703470376.1863732,B,B,Null,B,Player B
1702798893.981867,B,A,A,B,Player A
1702914298.3426995,B,A,Null,B,Player B
1703735144.3395581,B,A,B,B,Player A
1703731696.258975,B,A,Null,B,Player B
1703722758.3359835,B,A,Null,B,Player A
1703643116.1829038,B,B,Null,B,Player B
1703799963.5886223,B,B,Null,B,Player A
1703699583.9210033,B,A,Null,A,Player A
1702779036.725822,B,A,Null,A,Player B
1704144008.5710225,B,A,B,B,Player A
1703994416.8179646,B,A,Null,B,Player B
1703969494.757977,B,A,Null,A,Player B
1703768252.9847846,B,A,Null,B,Player A
1703613893.94052,B,A,A,B,Player B
1703028464.3545492,B,A,B,B,Player B
1703856304.2468164,A,A,Null,B,Player B
1703776846.777001,B,A,B,B,Player A
1703584987.756693,B,A,Null,B,Player A
1704081345.923973,B,A,Null,B,Player B
1703194501.1359663,B,B,Null,B,Player B
1703560432.3689542,B,A,Null,B,Player B
1703060560.0518956,B,A,B,B,Player B
1702920898.8747828,B,A,Null,B,Player A
1704226899.4350135,A,A,Null,B,Player A
1703409973.5774581,B,A,A,B,Player B
1703625128.6818998,B,A,B,B,Player B
1704213891.7723885,B,A,A,B,Player A
1703849199.6170368,B,A,Null,B,Player B
1703543106.876083,B,A,B,B,Player B
1703235863.6593843,B,B,Null,B,Player B
1704293741.8734007,B,B,Null,B,Player B
1704207003.7896116,B,B,Null,B,Player B
1703553322.6135354,B,A,B,B,Player B
1703475410.3374336,B,B,Null,B,Player A
1703563662.7606783,B,A,B,B,Player B
1703208543.8006299,B,A,Null,A,Player B
1703635062.7329574,B,A,B,B,Player B
1703177205.1084738,B,B,Null,B,Player B
1703048741.1705387,B,B,Null,B,Player B
1704085822.1256514,B,A,B,B,Player A
1702877604.893448,A,A,Null,B,Player A
1703238389.5438974,B,B,Null,B,Player A
1703135947.8404875,B,A,Null,B,Player B
1703944632.3078868,B,A,Null,B,Player A
1703579593.6449456,B,A,A,B,Player B
1703002891.976281,B,A,A,B,Player B
1704068283.7349906,B,A,Null,B,Player A
1703408125.5162446,B,A,Null,B,Player A
1704192900.519089,B,A,B,B,Player A
1704161367.916835,B,A,Null,B,Player B
1704246763.1170774,B,B,Null,B,Player B
1702981333.2918587,B,A,A,B,Player A
1702964669.2573073,B,A,Null,B,Player A
1704169371.1649375,A,A,Null,B,Player B
1703572032.675611,B,A,Null,A,Player A
1703043121.0779762,B,A,Null,B,Player B
1703306141.6925404,B,A,Null,B,Player A
1703784575.4337044,B,A,Null,A,Player A
1703701794.9572325,B,B,Null,B,Player A
1703061669.5216546,B,A,Null,B,Player A
1704078191.4489841,B,A,A,B,Player A
1704004823.8463068,B,A,Null,B,Player B
1702941290.7702675,B,A,Null,B,Player B
1704217255.2847166,B,A,Null,A,Player A
1704236853.4622846,B,A,Null,B,Player B
1704193274.8964696,B,B,Null,B,Player A
1703420903.5869691,B,A,Null,B,Player B
1703788007.8154745,B,B,Null,B,Player A
1703086581.3364842,B,A,Null,B,Player B
1704065209.362823,B,B,Null,B,Player B
1703730593.9867878,B,A,A,B,Player B
1702698658.336148,B,A,Null,B,Player A
1703704438.843277,B,A,Null,A,Player B
1702810298.800701,B,B,Null,B,Player B
1703728215.6022527,B,A,A,B,Player A
1704329061.9823575,B,A,Null,B,Player A
1703555026.5186794,B,A,B,B,Player B
1702897449.9153438,B,B,Null,B,Player B
1704223480.1392078,B,A,B,B,Player B
1703562021.5279124,B,A,Null,B,Player A
1703517740.5521495,B,A,Null,B,Player B
1702811053.7584484,B,A,Null,B,Player B
1703508015.9557374,B,A,A,B,Player A
1703764556.237665,B,B,Null,B,Player A
1703321603.7480507,B,B,Null,B,Player A
1703169991.375624,B,A,Null,B,Player B
1703035213.7961688,B,A,Null,A,Player A
1702925141.6160097,B,A,Null,B,Player A
1704179973.7399669,B,A,A,B,Player B
1704258249.0585272,B,B,Null,B,Player B
1704177127.944112,B,B,Null,B,Player B
1703607043.8883278,B,B,Null,B,Player B
1703191256.8061495,B,A,Null,B,Player B
1702921633.79803,B,A,A,B,Player B
1703096026.9350052,B,A,B,B,Player A
1703234201.6729496,B,B,Null,B,Player A
1703521083.5088902,B,A,Null,B,Player B
1703351203.529786,B,A,Null,B,Player A
1703012123.4892313,B,A,Null,B,Player B
1704024332.7977428,B,A,Null,B,Player B
1703590506.8561797,B,A,Null,B,Player B
1702827531.982166,B,A,Null,A,Player A
1703103630.8253741,B,B,Null,B,Player A
1703844458.9276533,B,A,Null,A,Player B
1703787183.0494835,B,A,Null,B,Player B
1703985448.3777509,B,A,B,B,Player A
1702957731.5404465,B,A,A,B,Player A
1703087165.8021898,B,B,Null,B,Player A
1702951670.8393743,B,B,Null,B,Player A
1703233544.1179178,B,A,B,B,Player B
1703724692.5552263,B,B,Null,B,Player B
1704095452.7699208,B,A,Null,B,Player B
1703661367.5560403,B,B,Null,B,Player A
1703711822.0399797,B,A,Null,B,Player B
1704324947.5667875,B,A,Null,B,Player A
1704119294.8695004,B,A,Null,B,Player B
1703536450.6772788,B,A,Null,A,Player B
1703354903.0706043,B,B,Null,B,Player B
1703408596.9074252,B,B,Null,B,Player B
1702989139.5123541,B,A,A,B,Player A
1703700761.5078533,B,A,Null,A,Player B
1703287102.3252876,B,A,B,B,Player A
1703066422.2728343,B,A,B,B,Player A
1704105036.9116197,B,A,Null,B,Player B
1703997508.872971,B,A,Null,B,Player B
1703686224.5987043,B,A,B,B,Player B
1702918937.299363,B,A,A,B,Player B
1704179481.7775154,B,B,Null,B,Player B
1702790574.643636,B,B,Null,B,Player B
1703526320.1543815,B,A,Null,B,Player B
1703350357.6480062,B,A,Null,B,Player A
1704198631.2844741,B,A,A,B,Player B
1703816555.1418862,B,A,Null,B,Player A
1702832233.9245467,B,A,A,B,Player A
1703662467.6595664,B,A,Null,B,Player B
1703240933.588233,A,A,Null,A,Player B
1703853870.0261793,B,A,Null,B,Player B
1703198639.5310833,A,A,Null,A,Player A
1703045063.0129545,B,B,Null,B,Player A
1704280423.834979,B,A,Null,B,Player B
1703857110.5809011,B,A,Null,A,Player A
1703809473.9190395,A,A,Null,B,Player B
1704103932.2287903,B,B,Null,B,Player B
1704098964.9584248,A,A,Null,B,Player B
1703555353.0288672,B,A,A,B,Player B
1703389117.048891,A,A,Null,B,Player A
1703185900.2939763,B,A,B,B,Player B
1703287657.4688487,B,A,A,B,Player A
1703220781.0356033,B,A,Null,A,Player A
1703654871.5853202,B,A,Null,B,Player B
1704009470.204864,B,A,Null,B,Player A
1703387186.3795946,A,A,Null,B,Player B
1704049355.4374177,A,A,Null,A,Player A
1702937343.235334,B,B,Null,B,Player B
1703553998.487254,B,B,Null,B,Player A
1702941205.4721856,B,B,Null,B,Player A
1703706919.487725,B,A,A,B,Player B
1704124275.063067,B,A,A,B,Player B
1703183441.134236,B,B,Null,B,Player A
1702802157.6881955,A,A,Null,A,Player B
1703685057.896456,B,A,A,B,Player B
1703241121.549292,B,B,Null,B,Player B
1703743357.820272,B,A,A,B,Player A
1704205092.912212,B,B,Null,B,Player B
1703775652.6952033,B,A,Null,A,Player B
1704163466.7990794,B,A,B,B,Player A
1703327892.6883156,B,B,Null,B,Player B
1703617525.3052473,B,A,Null,B,Player B
1703680790.6172345,B,B,Null,B,Player A
1703398522.452885,B,A,B,B,Player A
1703075746.2409654,B,A,B,B,Player A
1703992913.1293333,A,A,Null,A,Player A
1703916169.7795367,B,B,Null,B,Player B
1704044004.605359,B,A,Null,B,Player A
1703021505.437236,B,B,Null,B,Player B
1703874823.8522403,B,B,Null,B,Player A
1703378705.371517,B,A,Null,B,Player A
1704348876.0133383,B,B,Null,B,Player A
1704281592.112275,B,A,Null,B,Player B
1703830215.7166317,A,A,Null,B,Player A
1703543616.1592722,B,A,Null,A,Player B
1704219684.4358873,B,A,Null,B,Player B
1704008245.2664635,B,A,Null,B,Player B
1703846873.2121766,B,A,Null,A,Player A
1703604100.4981709,B,A,B,B,Player A
1703770990.9269814,B,B,Null,B,Player B
1702866754.2654836,B,B,Null,B,Player B
1702791306.587132,B,A,B,B,Player B
1703822973.9717588,B,A,Null,A,Player B
1704035233.8667722,B,A,Null,A,Player A
1703624957.8882408,B,A,Null,B,Player B
1704104351.5526822,B,A,Null,A,Player B
1703667529.4540691,B,A,Null,B,Player A
1704040304.7636492,B,A,B,B,Player A
1703637701.420273,B,A,Null,B,Player B
1703603094.228844,B,A,Null,A,Player B
1703815710.3855402,B,A,Null,B,Player A
1703391680.303337,B,A,Null,B,Player B
1703959869.133035,B,A,Null,B,Player B
1704010677.892257,A,A,Null,B,Player A
1703905614.0122812,B,B,Null,B,Player A
1704310338.3319864,B,A,Null,B,Player B
1703228669.0413744,B,A,Null,A,Player A
1704236618.0980225,B,B,Null,B,Player B
1703924859.2180333,A,A,Null,A,Player A
1703770072.7453275,B,A,Null,B,Player B
1702987007.61962,B,A,Null,B,Player B
1704018553.5704553,A,A,Null,B,Player A
1703209469.4692836,B,B,Null,B,Player B
1703570398.4363997,B,A,Null,B,Player B
1703493252.878292,B,B,Null,B,Player B
1703216205.8753266,B,A,Null,A,Player B
1703451228.24954,B,A,B,B,Player B
1704154072.0689085,B,B,Null,B,Player A
1702878362.9621775,B,A,Null,B,Player A
1703671708.6928916,B,A,B,B,Player A
1704182738.0067477,B,A,Null,A,Player A
1703014653.6153636,B,A,A,B,Player B
1703914449.317579,B,A,Null,B,Player B
1703312219.9406905,B,A,A,B,Player A
1702935481.2935927,B,B,Null,B,Player A
1703636441.3472786,B,A,Null,B,Player A
1703568713.3818707,B,A,A,B,Player B
1702969968.0231042,A,A,Null,B,Player A
1702943477.1780715,A,A,Null,B,Player B
1703908668.5023077,B,A,Null,A,Player B
1703007487.2111025,B,B,Null,B,Player B
1703311591.8759372,B,A,A,B,Player B
1704020236.5648727,B,B,Null,B,Player A
1704351980.4899495,B,A,Null,B,Player A
1703039859.6425905,B,A,A,B,Player A
1703546135.9834964,B,A,Null,B,Player A
1704304750.2580545,B,B,Null,B,Player B
1703764193.4547732,B,A,A,B,Player A
1703373782.0838687,B,A,B,B,Player B
1703393344.0147448,A,A,Null,B,Player A
1703282580.3042555,B,A,Null,A,Player B
1704228532.1906903,B,B,Null,B,Player A
1703322707.1713662,B,A,Null,B,Player B
1704003925.2652833,B,A,Null,A,Player A
1704105936.0949621,B,B,Null,B,Player B
1703864461.3593976,B,B,Null,B,Player A
1703589274.9981208,B,A,Null,B,Player B
1703588014.490108,B,A,Null,B,Player B
1704117840.1655548,A,A,Null,B,Player A
1702803689.7840707,B,B,Null,B,Player A
1703182475.6089003,B,A,A,B,Player B
1703927585.4771547,B,B,Null,B,Player B
1703003746.5970614,B,A,B,B,Player A
1703074992.2588904,B,A,Null,B,Player B
1703917356.3925936,B,B,Null,B,Player A
1703691118.6053927,B,B,Null,B,Player B
1702792129.7247968,B,A,Null,B,Player A
1703204134.0564177,B,A,Null,A,Player B
1703872102.0003357,B,A,Null,B,Player B
1702890782.601461,B,A,B,B,Player B
1703526603.5961387,B,B,Null,B,Player A
1703625041.2072654,B,B,Null,B,Player B
1704225576.661619,B,A,Null,B,Player A
1703743923.5265305,B,B,Null,B,Player A
1702912900.2995489,B,A,B,B,Player A
1703363372.236899,B,A,Null,A,Player A
1702998172.3311884,B,A,Null,B,Player B
1703641022.0586467,B,A,B,B,Player A
1702962228.8774648,A,A,Null,B,Player A
1703688712.075624,B,A,Null,B,Player B
1703869809.8352733,B,A,Null,A,Player B
1703682286.473088,A,A,Null,A,Player A
1703873654.1603522,B,A,Null,A,Player A
1702941621.1128194,B,B,Null,B,Player A
1703815541.3566585,B,B,Null,B,Player B
1703739392.6815846,B,A,Null,B,Player B
1703430561.4107814,B,B,Null,B,Player B
1703170923.1824298,B,B,Null,B,Player B
1703723242.3271747,B,A,B,B,Player A
1703528177.3341794,B,A,A,B,Player A
1704254470.8468888,B,A,Null,A,Player A
1704148908.6870365,B,A,B,B,Player B
1702890120.5844903,B,A,B,B,Player B
1702980504.034354,B,A,B,B,Player A
1703071663.912662,B,A,Null,B,Player A
1703064941.5444813,B,A,Null,B,Player B
1703365439.8343055,A,A,Null,A,Player A
1703630734.186528,B,A,Null,B,Player A
1703971126.6405354,B,A,B,B,Player B
1703680598.375122,B,A,Null,A,Player B
1703265582.0595124,A,A,Null,B,Player A
1703939915.7361116,B,A,A,B,Player A
1703238540.5563025,B,A,B,B,Player B
1703939755.470886,B,A,Null,B,Player B
1703602255.7458327,B,A,A,B,Player A
1704182823.7982774,B,B,Null,B,Player B
1703694593.956401,B,A,A,B,Player B
1703653704.8797693,B,A,Null,B,Player A
1703982140.5892441,B,A,B,B,Player A
1704283543.6831715,B,A,Null,B,Player B
1704056934.557082,B,A,Null,B,Player B
1704320724.402175,B,A,Null,B,Player B
1702858903.9227118,B,B,Null,B,Player A
1703423444.7648575,B,A,Null,B,Player A
1703910025.1558511,B,A,Null,A,Player A
1703501185.0661967,B,B,Null,B,Player B
1703368178.8766065,B,B,Null,B,Player B
1703999707.2479367,B,B,Null,B,Player A
1703674047.906337,B,A,Null,B,Player B
1703448613.5813885,B,A,A,B,Player A
1703589019.7333555,A,A,Null,A,Player B
1703008696.5038261,B,B,Null,B,Player A
1703005835.0608435,A,A,Null,B,Player A
1703469787.2793941,B,B,Null,B,Player A
1702958624.0657387,B,A,B,B,Player B
1703590921.829207,B,B,Null,B,Player A
1703495814.5702195,B,A,Null,B,Player B
1703879361.5265896,B,B,Null,B,Player B
1702947251.2730646,B,A,Null,B,Player A
1704361769.7430148,B,A,Null,B,Player B
1704143603.1834824,B,A,Null,B,Player A
1703341991.1328535,A,A,Null,B,Player A
1703105924.5008483,B,A,B,B,Player A
1702853476.1952407,B,B,Null,B,Player B
1704162644.418686,A,A,Null,B,Player B
1703188456.407306,B,A,Null,B,Player B
1702790730.994363,B,B,Null,B,Player A
1703909528.1066637,B,A,Null,B,Player A
1702991414.8140337,B,A,Null,B,Player A
1703648451.0832615,A,A,Null,B,Player A
1703528091.106035,A,A,Null,B,Player B
1703791002.9353998,B,A,B,B,Player A
1703185221.2525158,B,B,Null,B,Player A
1703724296.2284772,B,B,Null,B,Player B
1704043847.5810032,B,B,Null,B,Player A
1703836196.7059522,B,A,Null,A,Player A
1704186681.9565651,B,A,Null,B,Player B
1703564203.5195668,B,A,Null,B,Player A
